sampleID	trpS	DUF3470	ACP	RpsL	NQO	CarD	UBQ	TPR_2	RelA	CJE
S0162	4617.617617617556	4543.209876543153	3379.7468354429875	3542.0054200541576	4370.600414078743	2932.8449328448723	3215.846994535501	1744.8275862068742	4948.364888123932	3920.731707317027
S0163	10028.028028027888	7669.753086419651	7278.481012658089	6869.918699186901	6503.105590061858	7040.293040293966	8062.841530055256	4917.241379310208	9301.204819277124	6782.520325203164
S0164	2309.309309309281	2030.8641975308435	1700.4219409282575	1680.2168021680059	2347.8260869565106	1374.8473748473561	1841.530054644799	919.54022988506	2399.885255306946	2026.4227642276237
S0165	1685.6856856856666	1876.5432098765248	1464.1350210970393	1796.7479674796573	1838.5093167701634	979.2429792429712	1344.2622950819607	411.49425287356155	1866.322432587496	1382.1138211382022
S0166	1745.7457457457258	1858.0246913580065	1481.0126582278406	2073.1707317072955	1716.3561076604376	1048.840048840039	1218.5792349726719	404.5977011494237	2004.5897877223213	1567.0731707316954
S0167	1037.0370370370274	1234.5679012345588	987.3417721519015	1344.1734417344064	1097.308488612844	641.025641025642	737.7049180327842	241.37931034482773	1201.3769363166973	863.8211382113803
S0168	4553.553553553493	4166.666666666615	4004.2194092826358	4075.8807588075374	3879.9171842651044	2788.766788766732	3103.8251366120044	1843.6781609195143	4877.796901893295	3266.2601626015894
S0169	1536.5365365365196	1314.8148148148045	987.3417721519015	1205.9620596205873	1414.0786749482347	937.7289377289308	1349.7267759562776	783.9080459770122	1811.2449799196818	1306.910569105683
S0170	1945.945945945923	1672.839506172824	1084.38818565401	1447.154471544703	1639.7515527950163	1185.592185592172	1551.912568306003	765.5172413793108	1886.4027538726366	1469.5121951219407
S0171	881.8818818818745	922.839506172835	776.3713080168795	1238.4823848238389	792.9606625258873	597.0695970695992	475.4098360655728	135.63218390804604	981.0671256454406	821.1382113821127
S0172	897.8978978978903	987.6543209876488	620.2531645569633	1346.8834688346774	755.6935817805452	433.4554334554363	431.69398907103755	101.14942528735638	895.0086058519809	745.9349593495934
S0173	702.7027027026979	1339.5061728394955	502.109704641351	1170.7317073170648	658.3850931677074	391.941391941394	431.69398907103755	91.9540229885058	814.1135972461287	605.6910569105711
S0174	872.8728728728656	1499.999999999987	696.2025316455712	1471.5447154471417	824.0165631470057	571.4285714285743	368.85245901639314	103.44827586206902	1012.6219162363758	782.5203252032514
S0175	4003.00300300295	3333.333333333294	3126.582278480968	2999.999999999965	3577.6397515528683	2511.5995115994624	3144.808743169381	1972.4137931034177	4400.458978772239	3280.487804878012
S0176	0	0	0	0	0	0	0	0	0	0
S0177	3454.4544544544096	3141.9753086419387	2953.5864978902546	2601.6260162601334	3283.6438923395976	2175.8241758241356	2633.8797814207505	1239.080459770111	3265.6339644291506	2487.804878048755
S0178	1726.726726726707	1552.4691358024554	1329.1139240506288	1590.785907859064	1401.656314699788	1084.2490842490733	1172.1311475409782	464.36781609195174	1688.4681583476793	1506.0975609755988
S0179	3812.812812812763	3132.7160493826796	2907.172995780551	2531.1653116530883	3153.209109730893	2470.085470085422	3071.038251366103	1864.3678160919274	3672.97762478486	2947.1544715446835
S0180	1736.736736736717	1864.1975308641793	1189.873417721518	1726.2872628726122	1482.4016563146915	1021.9780219780127	1163.9344262295028	429.8850574712625	1761.3310384394752	1506.0975609755988
S0181	2874.8748748748385	2348.7654320987403	2025.3164556961826	2121.951219512173	2689.440993788832	1676.4346764346496	2295.0819672131024	1103.44827586207	2895.582329317274	2020.325203252014
S0182	2082.0820820820572	1716.0493827160333	1632.9113924050523	1254.7425474254646	1677.0186335403564	1307.6923076922908	1603.8251366120137	804.5977011494263	2019.5065978198543	1475.6097560975504
S0183	773.773773773768	743.8271604938252	645.5696202531659	848.2384823848201	755.6935817805452	516.4835164835208	513.6612021857911	202.29885057471276	814.6873207114185	851.626016260161
S0184	3218.218218218177	2623.4567901234277	2194.092827004196	2425.4742547425208	2616.977225672885	1929.1819291818956	2595.628415300532	1236.7816091953985	3097.5329890992593	2243.9024390243685
S0185	2210.2102102101835	1864.1975308641793	1616.033755274251	1837.3983739837217	2082.8157349896187	1352.8693528693348	1642.076502732232	795.4022988505756	2246.127366609298	2054.878048780469
S0186	1992.9929929929694	1617.2839506172693	1417.7215189873357	1878.0487804877862	1672.8778467908742	1135.5311355311233	1398.9071038251298	567.8160919540209	2071.7154331612196	1682.926829268279
S0187	4192.192192192137	3379.6296296295895	1776.3713080168634	3146.341463414597	3356.1076604555446	2794.871794871738	3672.1311475409625	1997.7011494252558	3125.0717154331664	3117.886178861754
S0188	2728.7287287286945	2324.0740740740493	1949.3670886075768	1691.0569105690897	1925.4658385092903	1749.694749694721	2109.2896174863276	1379.3103448275772	2556.5117613310426	1989.8373983739657
S0189	1278.2782782782651	1185.1851851851768	1025.3164556962054	1555.5555555555416	1356.1076604554835	888.8888888888832	931.6939890710344	367.81609195402183	1520.367183017788	1158.5365853658477
S0190	3584.584584584538	2891.9753086419423	2118.14345991559	2460.7046070460433	2757.7639751552965	2228.3272283271867	2795.0819672130992	1505.747126436768	3411.933448078032	2321.138211382091
S0191	2935.9359359358987	2367.2839506172586	1755.2742616033618	2360.4336043360177	2556.9358178053863	1698.412698412671	2371.584699453539	1179.3103448275845	2818.12966150316	1835.3658536585208
S0192	3375.3753753753317	2830.246913580215	2084.3881856539874	2590.7859078590495	2838.509316770209	2129.4261294260905	2732.240437158455	1425.2873563218284	3343.0866322432644	2087.3983739837204
S0193	1387.3873873873727	1249.9999999999907	1071.729957805909	1420.0542005419934	1173.9130434782653	901.0989010988951	967.2131147540942	331.03448275861996	1498.5656913367782	1245.9349593495863
S0194	0	0	0	0	0	0	0	0	0	0
S0195	1246.2462462462336	1216.0493827160406	907.1729957805932	1387.5338753387418	1037.2670807453517	748.4737484737466	751.3661202185765	257.4712643678162	1326.4486517498588	1215.447154471538
S0196	2502.5025025024715	2120.3703703703486	1970.4641350210784	2195.121951219489	2223.60248447203	1557.9975579975344	1849.7267759562744	666.6666666666658	2556.5117613310426	1619.9186991869792
S0197	2372.3723723723433	2037.0370370370163	1763.7130801687624	2130.081300812986	2219.4616977225473	1509.1575091574869	1680.3278688524504	714.942528735632	2353.9873780837675	1634.1463414634018
S0198	1230.2302302302178	1104.938271604931	1118.1434599156125	1650.4065040650253	1153.2091097308542	825.3968253968214	740.4371584699427	206.89655172413805	1453.8152610441791	1144.3089430894252
S0199	3482.4824824824373	2654.3209876542915	2763.71308016874	3054.2005420053842	2656.3146997929707	2438.339438339391	2259.5628415300425	1009.1954022988542	3625.932300631102	2376.016260162578
S0200	2369.3693693693403	2277.7777777777537	1742.6160337552608	2325.203252032495	2095.2380952380668	1467.6434676434465	1833.3333333333237	620.6896551724124	2390.1319563970205	1691.056910569092
S0201	559.5595595595569	620.3703703703702	552.7426160337562	739.8373983739816	434.78260869565463	376.0683760683778	387.9781420765023	131.03448275862075	545.0372920252447	510.1626016260196
S0202	1096.0960960960856	1472.2222222222097	1080.1687763713096	1224.932249322484	1066.2525879917273	676.4346764346765	898.9071038251329	177.01149425287366	1125.6454388984528	876.0162601625997
S0203	869.8698698698627	901.2345679012303	924.0506329113949	964.7696476964716	977.2256728778567	500.6105006105048	587.4316939890693	151.72413793103456	873.2071141709711	776.4227642276418
S0204	1088.0880880880777	1398.1481481481367	1008.4388185654037	1398.3739837398257	991.7184265010453	661.7826617826622	707.6502732240413	308.0459770114938	1148.594377510042	993.9024390243866
S0205	2242.242242242215	1845.679012345661	1438.8185654008373	1772.3577235772186	1989.6480331262649	1326.0073260073086	1879.7814207650174	905.7471264367839	2228.915662650606	1703.2520325203113
S0206	1646.6466466466281	1645.0617283950467	1497.8902953586419	1818.428184281825	1788.8198757763766	987.7899877899795	1270.4918032786825	317.24137931034426	1816.4084911072894	1560.9756097560858
S0207	977.9779779779692	1274.6913580246817	696.2025316455712	1382.1138211382	939.9585921325146	526.2515262515303	568.3060109289602	165.51724137931043	936.3166953528415	821.1382113821127
S0208	0	0	0	0	0	0	0	0	0	0
S0209	765.7657657657601	975.3086419753033	637.130801687765	918.6991869918652	790.8902691511461	533.5775335775375	743.1693989071011	186.20689655172424	1051.0613884107877	723.577235772358
S0210	1543.5435435435265	1629.6296296296148	1029.5358649789057	1075.880758807581	1306.4182194616967	1019.5360195360104	934.4262295081928	462.0689655172391	1816.982214572579	1225.609756097554
S0211	1802.802802802782	2456.7901234567635	1569.6202531645474	1650.4065040650253	1532.0910973084783	1391.9413919413728	1535.5191256830524	349.4252873563209	2084.3373493975937	1349.5934959349506
S0212	1443.443443443428	2080.2469135802257	1447.257383966238	1655.8265582655672	1171.8426501035242	1179.487179487166	991.8032786885203	163.2183908045978	1642.5702811245008	1002.0325203251995
S0213	1161.1611611611497	1299.3827160493727	987.3417721519015	1149.051490514897	910.9730848861374	898.6568986568927	781.4207650273195	181.60919540229895	1248.4222604704553	961.382113821135
S0214	2244.244244244217	2166.6666666666442	1721.5189873417592	1295.392953929529	1910.9730848861025	1457.875457875437	1808.7431693988976	832.1839080459783	2211.1302352266243	1678.8617886178727
S0215	788.7887887887828	901.2345679012303	751.0548523206769	785.907859078588	614.9068322981416	484.7374847374886	480.8743169398897	172.41379310344837	790.5909351692497	609.7560975609775
S0216	1070.07007007006	1256.1728395061634	1012.6582278481042	1159.891598915981	871.635610766054	695.9706959706955	743.1693989071011	229.8850574712645	1102.1227768215738	928.8617886178835
S0217	1095.0950950950846	1293.2098765432	1037.9746835443063	829.2682926829234	1002.0703933747515	720.3907203907193	836.0655737704885	271.2643678160919	1181.2966150315567	792.6829268292676
S0218	1173.1731731731616	1311.7283950617182	1075.9493670886093	899.7289972899684	960.6625258799269	677.6556776556777	663.934426229506	287.35632183908024	1165.806081468734	762.1951219512192
S0219	733.7337337337285	799.38271604938	649.7890295358663	644.9864498644979	683.2298136646021	423.68742368742636	530.0546448087418	326.4367816091947	865.7487091222046	565.0406504065066
S0220	1642.6426426426242	1694.4444444444287	1189.873417721518	934.959349593491	1440.9937888198692	998.7789987789902	1262.2950819672071	657.4712643678151	1690.7630522088382	1119.9186991869865
S0221	643.6436436436397	672.8395061728386	649.7890295358663	490.5149051490526	567.2877846790933	410.25641025641266	472.67759562841434	133.3333333333334	716.5806081468744	426.82926829268513
S0222	1091.0910910910807	1055.555555555549	898.7341772151923	994.5799457994522	836.4389233954531	573.8705738705767	685.7923497267736	195.40229885057482	1057.9460699942645	804.8780487804869
S0223	1631.6316316316133	1361.1111111111002	1459.915611814339	1097.5609756097488	1606.6252587991585	1006.1050061049973	1478.1420765027249	671.2643678160912	1580.03442340792	1132.1138211382058
S0224	1341.3413413413273	1373.4567901234457	1172.9957805907168	983.7398373983683	1097.308488612844	891.3308913308856	836.0655737704885	347.1264367816083	1244.4061962134272	987.8048780487769
S0225	2210.2102102101835	2496.9135802468863	1763.7130801687624	1647.6964769647543	1987.5776397515237	1427.3504273504072	1726.775956284144	1124.137931034483	2437.1772805507785	1999.9999999999818
S0226	1922.9229229229004	1990.7407407407206	1734.1772151898601	1566.3956639566254	1790.8902691511178	1267.3992673992516	1415.3005464480805	547.1264367816068	1769.3631669535314	1449.1869918699085
S0227	1154.1541541541428	1009.2592592592534	1016.8776371308046	1002.710027100265	1173.9130434782653	676.4346764346765	896.1748633879745	390.804597701148	1131.9563970166398	839.4308943089417
S0228	1281.281281281268	1175.9259259259177	940.9282700421967	1149.051490514897	1080.745341614915	766.7887667887644	874.3169398907069	317.24137931034426	1298.9099254159516	1109.7560975609704
S0229	2133.1331331331075	1660.4938271604785	1514.7679324894432	1617.8861788617737	2070.3933747411706	1212.4542124541981	1806.0109289617392	760.9195402298855	2075.157773952958	1453.252032520315
S0230	0	0	0	0	0	0	0	0	0	0
S0231	3854.854854854804	3049.3827160493474	3151.89873417717	3222.222222222184	3037.267080745378	2434.6764346763875	3005.4644808743	1020.6896551724176	3594.3775100401667	2813.008130081271
S0232	2381.381381381352	2314.81481481479	1827.0042194092673	1799.4579945799283	1755.6935817805188	1554.3345543345308	1734.9726775956194	662.0689655172405	2002.868617326452	1955.284552845511
S0233	1342.3423423423283	1117.2839506172766	1021.097046413505	1035.2303523035166	1279.5031055900622	833.9438339438298	972.6775956284112	301.14942528735594	1244.4061962134272	1044.7154471544673
S0234	1550.5505505505334	1367.283950617273	1447.257383966238	1308.943089430884	1335.4037267080723	1025.6410256410163	997.2677595628372	432.1839080459751	1663.7980493402208	1331.3008130081216
S0235	773.773773773768	1086.4197530864128	679.3248945147694	1005.420054200536	701.8633540372732	413.9194139194164	450.8196721311467	105.74712643678167	728.055077452669	670.7317073170742
S0236	1102.1021021020915	1407.4074074073958	978.9029535865006	1479.6747967479546	859.2132505176066	655.6776556776563	666.6666666666645	209.1954022988507	1094.6643717728073	947.1544715447125
S0237	1745.7457457457258	2080.2469135802257	1337.5527426160295	2271.002710027076	1436.853002070387	938.949938949932	887.9781420764991	291.95402298850547	1691.336775674128	1453.252032520315
S0238	2495.4954954954646	2027.7777777777571	1919.8312236286745	1945.7994579945603	1913.0434782608436	1547.0085470085237	1704.9180327868764	466.66666666666436	2345.3815261044215	1823.1707317073015
S0239	2671.6716716716383	2509.259259259232	2704.6413502109353	2403.794037940353	2262.9399585921155	1710.622710622683	1445.3551912568234	466.66666666666436	2724.039013195644	2481.7073170731455
S0240	1405.4054054053904	1561.7283950617145	1400.8438818565344	1840.1084010839927	1196.6873706004176	949.9389499389426	778.688524590161	220.68965517241392	1453.2415375788894	1237.8048780487734
S0241	807.8078078078015	1101.8518518518447	767.9324894514787	1168.0216802167938	691.5113871635671	457.8754578754612	382.5136612021854	89.65517241379315	694.7791164658646	658.5365853658549
S0242	693.693693693689	885.8024691357984	607.594936708862	989.1598915989102	569.3581780538345	407.8144078144102	357.92349726775933	128.7356321839081	732.6448651749869	615.8536585365872
S0243	1869.8698698698481	2172.839506172817	1299.5780590717266	2119.241192411902	1604.5548654244174	1141.6361416361292	1122.950819672126	363.2183908045966	1822.1457257601867	1526.422764227631
S0244	2631.631631631599	2543.209876543182	2156.118143459893	2184.281842818405	2327.122153209097	1724.053724053696	1904.3715846994435	595.402298850573	2479.6328169822186	2056.910569105672
S0245	1091.0910910910807	1265.4320987654226	1008.4388185654037	964.7696476964716	1024.844720496905	631.2576312576325	879.7814207650238	149.42528735632192	892.1399885255322	676.8292682926839
S0246	1576.576576576559	1379.6296296296184	1324.8945147679285	1463.4146341463288	1370.6004140786713	995.1159951159866	1106.5573770491753	340.2298850574704	1549.6270797475643	1351.6260162601538
S0247	2187.187187187161	1950.6172839505978	1940.928270042176	2533.8753387533593	1815.7349896480112	1399.26739926738	1316.9398907103762	381.60919540229753	2324.1537578887014	2075.203252032501
S0248	1692.6926926926735	1648.148148148133	1620.2531645569513	2281.8428184281597	1465.8385093167626	1013.4310134310044	991.8032786885203	248.27586206896567	1702.2375215146328	1552.8455284552729
S0249	1043.0430430430333	1172.8395061728313	881.8565400843905	1439.0243902438901	873.7060041407952	612.9426129426147	642.0765027322384	126.43678160919548	1076.3052208835359	977.6422764227608
S0250	1221.221221221209	1499.999999999987	1130.8016877637135	1831.9783197831798	1089.0269151138796	778.9987789987763	816.9398907103794	167.81609195402308	1181.8703384968464	1144.3089430894252
S0251	2637.6376376376047	2564.8148148147866	2240.5063291138995	2962.0596205961715	2366.4596273291827	1495.7264957264738	1939.8907103825034	485.0574712643653	2309.2369477911684	1636.178861788605
S0252	1176.1761761761645	1012.3456790123398	1063.2911392405083	1330.6233062330516	1062.111801242245	719.1697191697181	748.633879781418	190.80459770114953	1246.701090074586	1060.975609756093
S0253	2643.6436436436106	2317.9012345678766	2126.5822784809907	2417.344173441708	2370.6004140786654	1628.8156288156033	2092.896174863377	731.0344827586207	2729.7762478485415	2217.4796747967266
S0254	2479.479479479449	2179.0123456789897	2147.6793248944923	2311.6531165311403	2364.3892339544414	1619.0476190475938	1863.3879781420667	593.1034482758603	2588.066551921978	2006.0975609755915
S0255	2077.0770770770523	1746.913580246897	1966.244725738378	2352.3035230352048	2062.1118012422053	1422.4664224664025	1442.622950819665	452.87356321838865	2302.9259896729814	1802.8455284552692
S0256	2414.4144144143847	1978.3950617283751	1894.5147679324725	2403.794037940353	2018.6335403726405	1610.5006105005855	1841.530054644799	747.1264367816094	2514.0562248996025	1802.8455284552692
S0257	2833.833833833798	2237.654320987631	2400.843881856512	2533.8753387533593	2474.1200828157325	1885.2258852258528	2174.8633879781305	685.0574712643672	2893.8611589214047	2272.3577235772136
S0258	865.8658658658587	1549.382716049369	831.2236286919853	1517.615176151748	720.4968944099443	473.7484737484774	415.30054644808683	55.17241379310347	895.0086058519809	727.6422764227644
S0259	552.55255255255	1435.1851851851732	666.6666666666681	1344.1734417344064	608.6956521739179	280.8302808302807	303.2786885245903	45.97701149425289	597.8198508319	575.2032520325228
S0260	631.6316316316279	1138.8888888888812	721.5189873417738	1078.590785907852	467.9089026915143	389.4993894993915	404.371584699453	57.47126436781612	613.3103843947227	483.73983739837695
S0261	2618.618618618586	2030.8641975308435	2561.1814345991243	2509.4850948509206	2194.616977225651	1609.2796092795843	1852.4590163934329	618.3908045976997	2683.878370625363	2018.2926829268108
S0262	1981.9819819819586	2231.481481481458	1932.4894514767755	2021.6802168021472	1863.3540372670568	1390.7203907203716	1546.4480874316862	482.7586206896527	2310.9581181870376	1843.4959349593337
S0263	2057.0570570570326	1938.2716049382523	1607.5949367088504	1883.4688346883281	1987.5776397515237	1400.488400488381	1592.8961748633799	645.9770114942518	2138.841078600118	1611.7886178861663
S0264	2333.333333333305	2043.209876543189	1531.6455696202445	1799.4579945799283	2178.0538302277205	1510.378510378488	1822.40437158469	825.2873563218403	2390.7056798623103	1898.3739837398207
S0265	2078.0780780780533	1799.3827160493654	1607.5949367088504	1666.666666666651	1817.8053830227523	1387.057387057368	1680.3278688524504	763.2183908045981	2008.0321285140597	1630.0813008129953
S0266	1811.811811811791	1654.3209876543058	1345.9915611814301	1566.3956639566254	1674.9482401656153	1135.5311355311233	1355.1912568305945	505.74712643677884	1843.3734939759067	1434.959349593486
S0267	1889.8898898898678	1527.7777777777644	1502.1097046413422	1552.8455284552706	1795.0310559006	1192.918192918179	1191.2568306010874	547.1264367816068	1831.3253012048224	1414.6341463414537
S0268	1695.6956956956765	1552.4691358024554	1426.1603375527363	1471.5447154471417	1447.2049689440926	1070.8180708180603	1221.3114754098303	505.74712643677884	1670.6827309236976	1447.1544715447053
S0269	2540.540540540509	2253.0864197530627	1848.101265822769	2054.200542005399	2289.855072463753	1647.1306471306211	2030.0546448087323	891.9540229885079	2530.6942053930047	2148.373983739817
S0270	2086.086086086061	2012.3456790123253	1915.6118143459742	1653.1165311652962	1960.6625258798892	1345.5433455433276	1661.2021857923412	643.6781609195391	2242.6850258175596	1782.520325203237
S0271	2025.025025025001	2049.382716049362	1649.7890295358536	1821.138211382096	1983.4368530020415	1417.5824175823977	1445.3551912568234	606.8965517241363	2033.2759609868078	1613.8211382113695
S0272	1303.3033033032898	1320.9876543209773	940.9282700421967	1018.9701897018908	1190.4761904761942	879.1208791208737	1092.896174863383	498.850574712641	1328.7435456110177	1052.8455284552801
S0273	1448.4484484484328	1117.2839506172766	1236.2869198312217	1184.2818428184196	1325.0517598343667	996.3369963369878	1185.7923497267705	528.7356321839054	1401.6064257028136	1288.617886178854
S0274	1351.3513513513371	1154.320987654313	1075.9493670886093	999.9999999999941	1325.0517598343667	881.5628815628761	1010.9289617486295	450.57471264367604	1380.9523809523832	1105.691056910564
S0275	1091.0910910910807	895.0617283950576	915.611814345994	1018.9701897018908	997.929606625269	770.451770451768	877.0491803278653	278.16091954022977	1199.0820424555384	939.0243902438996
S0276	574.5745745745717	586.4197530864201	556.9620253164567	558.2655826558271	513.4575569358213	400.4884004884027	423.4972677595622	200.0000000000001	608.1468732071152	591.4634146341485
S0277	1489.4894894894733	1311.7283950617182	1105.4852320675116	1330.6233062330516	1463.7681159420215	915.7509157509094	1153.005464480869	459.7701149425265	1573.1497418244433	1317.073170731699
S0278	938.9389389389307	898.148148148144	772.1518987341791	747.9674796747945	894.4099378882075	620.2686202686218	655.7377049180307	340.2298850574704	950.6597819850848	782.5203252032514
S0279	1423.4234234234082	1265.4320987654226	1232.0675105485213	1143.6314363143551	1262.9399585921333	927.9609279609213	1013.6612021857879	485.0574712643653	1374.6414228341962	1195.1219512195057
S0280	1565.5655655655482	1361.1111111111002	1185.6540084388178	1132.7913279132713	1407.8674948240114	984.1269841269759	1153.005464480869	556.3218390804575	1519.2197360872085	1103.6585365853607
S0281	1178.1781781781665	944.4444444444396	966.2447257383993	951.2195121951167	1028.9855072463872	749.6947496947478	866.1202185792315	360.919540229884	1252.4383247274834	997.967479674793
S0282	1577.57757757756	1496.9135802469007	1413.5021097046354	1430.8943089430772	1484.4720496894327	1128.2051282051161	1155.7377049180275	395.40229885057323	1600.1147446930606	1426.829268292673
S0283	1702.7027027026834	1521.6049382715917	1607.5949367088504	1813.008130081283	1590.0621118012295	1109.8901098900983	1218.5792349726719	436.78160919540034	1783.132530120485	1361.78861788617
S0284	1672.6726726726538	1540.12345679011	2004.219409282681	1856.3685636856185	1554.8654244306306	1078.1440781440674	948.0874316939851	243.67816091954037	1714.859437751007	1077.2357723577188
S0285	1575.575575575558	1358.0246913580138	1443.0379746835376	1406.5040650406386	1488.6128364389149	1045.1770451770353	1185.7923497267705	379.3103448275849	1581.1818703384995	1148.3739837398316
S0286	2020.020020019996	1898.1481481481294	1645.5696202531533	1441.734417344161	2016.5631469978994	1247.8632478632326	1655.7377049180243	604.5977011494236	1952.9546758462454	1591.463414634134
S0287	1736.736736736717	1435.1851851851732	1755.2742616033618	1818.428184281825	1351.9668737060013	980.4639804639723	1019.1256830601048	363.2183908045966	1704.5324153757917	1514.2276422764116
S0288	5495.495495495421	7490.740740740641	3561.1814345991015	6197.831978319702	4610.766045548686	3059.829059828996	3560.109289617466	1737.9310344827365	5716.580608146883	4217.4796747966975
S0289	2272.2722722722447	1959.876543209857	1717.2995780590588	2008.1300813007924	1942.0289855072192	1550.6715506715273	1713.1147540983518	758.6206896551728	2155.4790590935204	1780.4878048780338
S0290	1506.50650650649	1444.4444444444323	1345.9915611814301	1392.9539295392838	1258.799171842651	935.2869352869284	1073.770491803274	540.2298850574688	1531.2679288582929	1276.4227642276346
S0291	2772.772772772738	2290.123456790099	2037.9746835442836	2143.6314363143406	2668.7370600414188	1672.771672771646	2442.622950819659	1455.1724137930917	2872.6333907056846	2199.1869918698976
S0292	2751.751751751717	2429.012345678986	1957.8059071729774	2165.3116531165083	2364.3892339544414	1747.2527472527186	2158.46994535518	1085.0574712643695	2507.1715433161257	2148.373983739817
S0293	2405.405405405376	1981.4814814814615	1881.8565400843715	1821.138211382096	2037.2670807453105	1619.0476190475938	1855.1912568305913	903.4482758620712	2347.6764199655804	1906.5040650406336
S0294	5054.054054053986	4456.790123456734	3379.7468354429875	2799.4579945799137	3527.950310559076	3304.0293040292336	3614.754098360635	2183.9080459769734	4131.956397016645	3705.2845528454855
S0295	3178.1781781781374	2817.9012345678693	2704.6413502109353	2073.1707317072955	2836.4389233954676	2161.1721611721214	2396.174863387965	1245.9770114942487	3017.7854274239867	2595.528455284526
S0296	2146.1461461461204	1919.753086419734	1962.0253164556777	1460.7046070460578	2070.3933747411706	1404.1514041513847	1628.4153005464398	809.1954022988516	2131.3826735513517	1847.5609756097401
S0297	2504.5045045044735	2373.4567901234313	2345.9915611814076	2428.1842818427917	2289.855072463753	1747.2527472527186	1918.0327868852357	756.3218390804601	2685.0258175559425	2280.4878048780265
S0298	1510.510510510494	1499.999999999987	1345.9915611814301	1791.3279132791154	1333.3333333333312	884.0048840048785	1076.5027322404324	347.1264367816083	1557.6592082616205	1233.739837398367
S0299	2591.5915915915593	2033.95061728393	1746.835443037961	2048.780487804857	1979.2960662525593	1540.9035409035178	2027.3224043715738	993.1034482758655	2419.9655765920866	1928.861788617869
S0300	2780.7807807807458	2268.5185185184946	2109.7046413501894	2186.991869918676	2327.122153209097	1705.7387057386782	2259.5628415300425	924.1379310344853	2539.3000573723507	2109.756097560956
S0301	1849.8498498498284	1533.9506172839372	1540.0843881856451	1525.745257452561	1536.2318840579605	1275.94627594626	1453.5519125682988	547.1264367816068	1878.94434882387	1577.2357723577115
S0302	2160.160160160134	1793.2098765431926	1662.4472573839546	1829.2682926829089	1931.6770186335136	1385.8363858363668	1800.5464480874223	783.9080459770122	2213.998852553073	1686.9918699186856
S0303	2214.2142142141875	1685.1851851851695	1586.4978902953487	1623.3062330623156	1848.861283643869	1415.1404151403954	1778.6885245901547	701.1494252873559	2120.481927710847	1745.934959349579
S0304	1958.958958958936	1521.6049382715917	1464.1350210970393	1590.785907859064	1594.2028985507118	1297.9242979242813	1571.0382513661123	673.5632183908039	1907.056798623067	1656.5040650406372
S0305	2233.233233233206	1978.3950617283751	1573.8396624472477	1970.189701896999	1873.7060041407624	1299.1452991452825	1825.1366120218484	767.8160919540235	2137.119908204249	1821.1382113820982
S0306	2144.1441441441184	1842.5925925925746	1607.5949367088504	1710.0271002709865	1772.2567287784477	1357.7533577533395	1647.540983606549	701.1494252873559	1983.3620195066012	1691.056910569092
S0307	2867.8678678678316	2564.8148148147866	2510.5485232067203	2024.3902439024182	2614.906832298144	1788.766788766759	2234.9726775956165	1262.0689655172366	3037.2920252438375	2262.1951219511975
S0308	1859.8598598598383	1632.7160493827012	1616.033755274251	1476.9647696476836	1561.076604554854	1280.8302808302647	1396.1748633879713	533.3333333333308	1784.8537005163541	1550.8130081300696
S0309	1578.578578578561	1441.358024691346	1358.6497890295311	1333.3333333333226	1416.1490683229758	1047.6190476190377	1125.6830601092845	475.8620689655148	1588.0665519219763	1252.032520325196
S0310	2217.2172172171904	1820.98765432097	1700.4219409282575	1772.3577235772186	2037.2670807453105	1360.195360195342	1581.967213114746	841.379310344829	2354.561101549057	1813.0081300812853
S0311	1874.874874874853	1546.2962962962827	1354.4303797468308	1487.8048780487675	1573.4989648033006	1218.559218559204	1297.814207650267	657.4712643678151	1718.875502008035	1410.5691056910473
S0312	1862.8628628628412	1586.4197530864055	1523.2067510548438	1747.96747967478	1732.9192546583665	1263.736263736248	1595.6284153005383	662.0689655172405	1886.9764773379263	1477.6422764227536
S0313	1428.428428428413	1185.1851851851768	1164.5569620253161	1178.8617886178777	1217.3913043478287	991.452991452983	1071.0382513661154	512.6436781609167	1419.965576592085	1193.0894308943025
S0314	1609.6096096095916	1314.8148148148045	1164.5569620253161	1368.563685636845	1316.7701863354023	1042.735042735033	1150.2732240437106	475.8620689655148	1504.8766494549652	1310.9756097560894
S0315	1168.1681681681566	1015.4320987654262	818.5654008438839	1279.1327913279033	1010.3519668737164	787.5457875457846	814.2076502732209	257.4712643678162	1177.2805507745286	1148.3739837398316
S0316	2015.0150150149911	1768.5185185185017	1666.666666666655	1634.1463414633995	1819.8757763974934	1418.803418803399	1639.3442622950736	733.3333333333334	2095.8118187033883	1623.9837398373857
S0317	1308.3083083082947	1018.5185185185126	582.2784810126593	1314.3631436314258	1347.826086956519	870.5738705738654	2021.857923497257	349.4252873563209	860.0114744693072	987.8048780487769
S0318	5093.093093093024	4265.432098765379	3827.004219409222	3864.4986449864023	4316.77018633548	3141.6361416360755	4060.1092896174628	1944.827586206867	4954.10212277683	3985.77235772353
S0319	3200.200200200159	2641.975308641946	2400.843881856512	2382.1138211381854	2892.339544513484	1940.1709401709063	2336.065573770479	997.7011494252909	3192.197360872065	2445.1219512194875
S0320	1720.7207207207011	1555.5555555555418	1489.4514767932412	1476.9647696476836	1614.906832298123	1059.8290598290496	1180.3278688524535	462.0689655172391	1823.2931726907661	1443.0894308942989
